event_id,timestamp,game_starting_time,minutes,home,away,home_score,away_score,chl_line,chl_hi,chl_low
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:39,Zamora FC,Plaza Colonia,0,0,11.5,2.3,1.54
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:50,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:43,14/2/2020 06:15,00:28:50,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:00,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:00,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:10,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:10,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:20,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:20,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:30,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:30,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:40,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:40,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:50,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:44,14/2/2020 06:15,00:29:50,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:01,Zamora FC,Plaza Colonia,0,0,10.5,1.81,1.89
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:01,Zamora FC,Plaza Colonia,0,0,11.5,2.43,1.49
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:11,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:11,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:21,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:21,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:31,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:31,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:41,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:41,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:51,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:45,14/2/2020 06:15,00:30:51,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:01,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:01,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:11,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:11,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:22,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:22,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:32,Zamora FC,Plaza Colonia,0,0,10.5,1.87,1.83
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:32,Zamora FC,Plaza Colonia,0,0,11.5,2.58,1.44
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:42,Zamora FC,Plaza Colonia,0,0,10.5,1.95,1.75
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:42,Zamora FC,Plaza Colonia,0,0,11.5,2.72,1.4
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:52,Zamora FC,Plaza Colonia,0,0,10.5,1.95,1.75
20200213THU7,14/2/2020 06:46,14/2/2020 06:15,00:31:52,Zamora FC,Plaza Colonia,0,0,11.5,2.72,1.4
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:02,Zamora FC,Plaza Colonia,0,0,10.5,1.95,1.75
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:02,Zamora FC,Plaza Colonia,0,0,11.5,2.72,1.4
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:22,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:22,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:33,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:33,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:43,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:43,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:53,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:47,14/2/2020 06:15,00:32:53,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:03,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:03,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:13,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:13,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:23,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:23,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:33,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:33,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:44,Zamora FC,Plaza Colonia,0,0,11.5,1.97,1.74
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:44,Zamora FC,Plaza Colonia,0,0,12.5,2.75,1.39
20200213THU7,14/2/2020 06:48,14/2/2020 06:15,00:33:54,Zamora FC,Plaza Colonia,0,0,11.5,2.05,1.68
